seqnames	start	end	width	strand	score	nTSSs	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
X	191098	191111	14	-	32	4	Promoter	10	190374	191090	717	2	YJL121C	YJL121C_mRNA	-21
X	211651	211681	31	-	31	5	Promoter	10	209922	211577	1656	2	YJL110C	YJL110C_mRNA	-104
X	217325	217337	13	-	32	3	Promoter	10	212000	217309	5310	2	YJL109C	YJL109C_mRNA	-28
X	220037	220052	16	-	15	2	Promoter	10	218853	220016	1164	2	YJL107C	YJL107C_mRNA	-36
X	220082	220090	9	-	34	3	Promoter	10	218853	220016	1164	2	YJL107C	YJL107C_mRNA	-74
X	228289	228289	1	-	4	1	Exon (snR37_snoRNA/snR37, exon 1 of 1)	10	228094	228479	386	2	snR37	snR37_snoRNA	190
X	228479	228479	1	-	17	1	Promoter	10	228094	228479	386	2	snR37	snR37_snoRNA	0
X	231047	231076	30	-	24	5	Promoter	10	229025	230881	1857	2	YJL103C	YJL103C_mRNA	-195
X	236486	236486	1	-	11	1	Promoter	10	234320	236356	2037	2	YJL101C	YJL101C_mRNA	-130
X	256788	256788	1	-	6	1	Promoter	10	254737	256812	2076	2	YJL093C	YJL093C_mRNA	24
X	265113	265113	1	-	5	1	Promoter	10	262757	265051	2295	2	YJL090C	YJL090C_mRNA	-62
X	272576	272588	13	-	10	2	Promoter	10	270002	272485	2484	2	YJL087C	YJL087C_mRNA	-103
X	278143	278152	10	-	9	2	Promoter	10	274862	278002	3141	2	YJL084C	YJL084C_mRNA	-150
X	285292	285297	6	-	12	2	Promoter	10	283802	285271	1470	2	YJL081C	YJL081C_mRNA	-26
X	285325	285337	13	-	10	2	Promoter	10	283802	285271	1470	2	YJL081C	YJL081C_mRNA	-66
X	286207	286207	1	-	4	1	Promoter	10	283802	285271	1470	2	YJL081C	YJL081C_mRNA	-936
X	289402	289455	54	-	113	11	Promoter	10	285558	289226	3669	2	YJL080C	YJL080C_mRNA	-229
X	289495	289495	1	-	6	1	Promoter	10	285558	289226	3669	2	YJL080C	YJL080C_mRNA	-269
X	290938	290942	5	-	23	2	Promoter	10	289875	290774	900	2	YJL079C	YJL079C_mRNA	-168
X	294054	294054	1	-	11	1	Promoter	10	291336	293981	2646	2	YJL078C	YJL078C_mRNA	-73
X	302872	302880	9	-	22	2	Promoter	10	299157	302849	3693	2	YJL074C	YJL074C_mRNA	-31
X	305892	305915	24	-	15	3	Promoter	10	305221	305862	642	2	YJL072C	YJL072C_mRNA	-53
X	312707	312770	64	-	117	11	Promoter	10	310922	312706	1785	2	YJL069C	YJL069C_mRNA	-64
X	313932	313953	22	-	8	2	Promoter	10	313016	313915	900	2	YJL068C	YJL068C_mRNA	-38
X	314854	314854	1	-	4	1	Promoter	10	314114	314872	759	2	YJL066C	YJL066C_mRNA	18
X	314891	314910	20	-	18	2	Promoter	10	314114	314872	759	2	YJL066C	YJL066C_mRNA	-38
X	315563	315568	6	-	17	2	Promoter	10	315054	315557	504	2	YJL065C	YJL065C_mRNA	-11
X	316481	316523	43	-	56	7	Promoter	10	315759	316475	717	2	YJL063C	YJL063C_mRNA	-48
X	327922	327922	1	-	4	1	Promoter	10	326242	327873	1632	2	YJL058C	YJL058C_mRNA	-49
X	328653	328653	1	-	4	1	Promoter	10	326242	327873	1632	2	YJL058C	YJL058C_mRNA	-780
X	329122	329122	1	-	4	1	Exon (YJL057C_mRNA/YJL057C, exon 1 of 1)	10	328118	330121	2004	2	YJL057C	YJL057C_mRNA	999
X	348657	348662	6	-	16	2	Promoter	10	347447	348637	1191	2	YJL048C	YJL048C_mRNA	-25
X	348693	348693	1	-	4	1	Promoter	10	347447	348637	1191	2	YJL048C	YJL048C_mRNA	-56
X	348727	348727	1	-	7	1	Promoter	10	347447	348637	1191	2	YJL048C	YJL048C_mRNA	-90
X	373904	373904	1	-	4	1	Promoter	10	368748	373799	5052	2	YJL039C	YJL039C_mRNA	-105
X	373982	373982	1	-	4	1	Promoter	10	368748	373799	5052	2	YJL039C	YJL039C_mRNA	-183
X	387447	387447	1	-	7	1	Promoter	10	386368	387438	1071	2	YJL031C	YJL031C_mRNA	-9
X	387491	387499	9	-	9	2	Promoter	10	386368	387438	1071	2	YJL031C	YJL031C_mRNA	-61
X	390914	390914	1	-	6	1	Promoter	10	388385	390853	2469	2	YJL029C	YJL029C_mRNA	-61
X	396614	396614	1	-	7	1	Promoter	10	395931	396592	662	2	YJL024C	YJL024C_mRNA	-22
X	398560	398560	1	-	4	1	Promoter	10	397355	398398	1044	2	YJL023C	YJL023C_mRNA	-162
X	400491	400491	1	-	7	1	Exon (YJL020C_mRNA/YJL020C, exon 1 of 1)	10	398937	402410	3474	2	YJL020C	YJL020C_mRNA	1919
X	401662	401662	1	-	4	1	Exon (YJL020C_mRNA/YJL020C, exon 1 of 1)	10	398937	402410	3474	2	YJL020C	YJL020C_mRNA	748
X	402464	402505	42	-	50	6	Promoter	10	398937	402410	3474	2	YJL020C	YJL020C_mRNA	-95
X	411032	411032	1	-	8	1	Promoter	10	409493	411040	1548	2	YJL013C	YJL013C_mRNA	8
X	411782	411782	1	-	4	1	Promoter	10	409493	411040	1548	2	YJL013C	YJL013C_mRNA	-742
X	413409	413446	38	-	61	7	Promoter	10	411234	413399	2166	2	YJL012C	YJL012C_mRNA	-47
X	414810	414810	1	-	7	1	Promoter	10	414285	414770	486	2	YJL011C	YJL011C_mRNA	-40
X	419587	419602	16	-	29	3	Promoter	10	417562	419562	2001	2	YJL010C	YJL010C_mRNA	-40
X	419637	419637	1	-	5	1	Promoter	10	417562	419562	2001	2	YJL010C	YJL010C_mRNA	-75
X	421674	421709	36	-	107	6	Promoter	10	419957	421663	1707	2	YJL008C	YJL008C_mRNA	-46
X	432192	432233	42	-	35	5	Promoter	10	431589	432200	612	2	YJL004C	YJL004C_mRNA	0
X	434685	434707	23	-	11	2	Promoter	10	433221	434651	1431	2	YJL002C	YJL002C_mRNA	-56
X	442564	442564	1	-	5	1	Promoter	10	440994	442553	1560	2	YJR003C	YJR003C_mRNA	-11
X	454689	454735	47	-	92	5	Promoter	10	453683	454681	999	2	YJR009C	YJR009C_mRNA	-54
X	454910	454910	1	-	4	1	Promoter	10	453683	454681	999	2	YJR009C	YJR009C_mRNA	-229
X	460193	460213	21	-	9	2	Exon (YJR012C_mRNA/YJR012C, exon 1 of 1)	10	459795	460418	624	2	YJR012C	YJR012C_mRNA	225
X	466212	466227	16	-	29	3	Promoter	10	464451	466208	1758	2	YJR016C	YJR016C_mRNA	-19
X	467039	467059	21	-	91	7	Promoter	10	466521	467033	513	2	YJR017C	YJR017C_mRNA	-26
X	469577	469644	68	-	40	6	Promoter	10	468555	469579	1025	2	YJR021C	YJR021C_mRNA	0
X	470972	470981	10	-	16	3	Promoter	10	470230	470964	735	2	YJR024C	YJR024C_mRNA	-17
X	471633	471647	15	-	13	2	Promoter	10	471138	471671	534	2	YJR025C	YJR025C_mRNA	38
X	471678	471714	37	-	84	6	Promoter	10	471138	471671	534	2	YJR025C	YJR025C_mRNA	-43
X	471757	471757	1	-	4	1	Promoter	10	471138	471671	534	2	YJR025C	YJR025C_mRNA	-86
X	471804	471825	22	-	21	4	Promoter	10	471138	471671	534	2	YJR025C	YJR025C_mRNA	-154
X	490888	490888	1	-	6	1	Promoter	10	486586	490812	4227	2	YJR031C	YJR031C_mRNA	-76
X	496500	496500	1	-	4	1	Promoter	10	492378	496451	4074	2	YJR033C	YJR033C_mRNA	-49
X	503510	503566	57	-	195	13	Promoter	10	500713	503391	2679	2	YJR036C	YJR036C_mRNA	-175
X	503603	503603	1	-	12	1	Promoter	10	500713	503391	2679	2	YJR036C	YJR036C_mRNA	-212
X	503677	503689	13	-	9	2	Promoter	10	500713	503391	2679	2	YJR036C	YJR036C_mRNA	-298
X	503749	503749	1	-	12	1	Exon (YJR038C_mRNA/YJR038C, exon 1 of 1)	10	503710	504072	363	2	YJR038C	YJR038C_mRNA	323
X	513830	513842	13	-	15	2	Promoter	10	510239	513763	3525	2	YJR041C	YJR041C_mRNA	-79
X	517551	517551	1	-	6	1	Promoter	10	516461	517513	1053	2	YJR043C	YJR043C_mRNA	-38
X	519245	519283	39	-	150	16	Promoter	10	518763	519185	423	2	YJR044C	YJR044C_mRNA	-98
X	521741	521756	16	-	44	3	Promoter	10	519638	521602	1965	2	YJR045C	YJR045C_mRNA	-154
X	528494	528502	9	-	20	2	Promoter	10	526884	528476	1593	2	YJR049C	YJR049C_mRNA	-26
X	545198	545213	16	-	25	3	Promoter	10	544732	545175	444	2	YJR058C	YJR058C_mRNA	-38
X	545433	545456	24	-	33	5	Promoter	10	544732	545175	444	2	YJR058C	YJR058C_mRNA	-281
X	554851	554866	16	-	38	4	Promoter	10	553476	554849	1374	2	YJR062C	YJR062C_mRNA	-17
X	559137	559137	1	-	5	1	Promoter	10	557809	559158	1350	2	YJR065C	YJR065C_mRNA	21
X	559166	559192	27	-	67	6	Promoter	10	557809	559158	1350	2	YJR065C	YJR065C_mRNA	-34
X	567450	567466	17	-	16	3	Promoter	10	567019	567444	426	2	YJR067C	YJR067C_mRNA	-22
X	569408	569457	50	-	78	7	Promoter	10	568806	569399	594	2	YJR069C	YJR069C_mRNA	-58
X	570609	570650	42	-	49	5	Promoter	10	569621	570598	978	2	YJR070C	YJR070C_mRNA	-52
X	570679	570691	13	-	15	2	Promoter	10	569621	570598	978	2	YJR070C	YJR070C_mRNA	-93
X	571312	571312	1	-	5	1	Promoter	10	569621	570598	978	2	YJR070C	YJR070C_mRNA	-714
X	571498	571498	1	-	7	1	Exon (YJR072C_mRNA/YJR072C, exon 1 of 1)	10	570967	572124	1158	2	YJR072C	YJR072C_mRNA	626
X	571590	571590	1	-	4	1	Exon (YJR072C_mRNA/YJR072C, exon 1 of 1)	10	570967	572124	1158	2	YJR072C	YJR072C_mRNA	534
X	572133	572165	33	-	20	3	Promoter	10	570967	572124	1158	2	YJR072C	YJR072C_mRNA	-41
X	576628	576682	55	-	44	6	Promoter	10	575354	576601	1248	2	YJR076C	YJR076C_mRNA	-81
X	578222	578237	16	-	35	4	Promoter	10	577255	578190	936	2	YJR077C	YJR077C_mRNA	-47
X	581637	581660	24	-	22	4	Promoter	10	580432	581616	1185	2	YJR080C	YJR080C_mRNA	-44
X	581699	581699	1	-	5	1	Promoter	10	580432	581616	1185	2	YJR080C	YJR080C_mRNA	-83
X	582328	582395	68	-	88	10	Promoter	10	581914	582255	342	2	YJR082C	YJR082C_mRNA	-140
X	583548	583556	9	-	17	3	Promoter	10	582608	583537	930	2	YJR083C	YJR083C_mRNA	-19
X	585264	585264	1	-	5	1	Exon (YJR085C_mRNA/YJR085C, exon 1 of 1)	10	585120	585437	318	2	YJR085C	YJR085C_mRNA	173
X	585318	585322	5	-	17	3	Exon (YJR085C_mRNA/YJR085C, exon 1 of 1)	10	585120	585437	318	2	YJR085C	YJR085C_mRNA	119
X	585369	585521	153	-	595	43	Promoter	10	585120	585437	318	2	YJR085C	YJR085C_mRNA	0
X	585565	585565	1	-	7	1	Promoter	10	585120	585437	318	2	YJR085C	YJR085C_mRNA	-128
X	587395	587420	26	-	54	6	Promoter	10	586495	587373	879	2	YJR088C	YJR088C_mRNA	-47
X	594603	594633	31	-	26	3	Promoter	10	590872	594327	3456	2	YJR090C	YJR090C_mRNA	-306
X	598324	598324	1	-	17	1	Promoter	10	595061	598336	3276	2	YJR091C	YJR091C_mRNA	12
X	598363	598373	11	-	24	2	Promoter	10	595061	598336	3276	2	YJR091C	YJR091C_mRNA	-37
X	604258	604288	31	-	16	3	Promoter	10	603220	604203	984	2	YJR093C	YJR093C_mRNA	-85
X	605801	605801	1	-	4	1	Promoter	10	604569	605651	1083	2	YJR094C	YJR094C_mRNA	-150
X	605848	605848	1	-	4	1	Promoter	10	604569	605651	1083	2	YJR094C	YJR094C_mRNA	-197
X	607429	607429	1	-	5	1	Promoter	10	605936	607424	1489	2	IRT1	IRT1_ncRNA	-5
X	615203	615203	1	-	6	1	Promoter	10	613186	615156	1971	2	YJR098C	YJR098C_mRNA	-47
X	615230	615253	24	-	13	2	Promoter	10	613186	615156	1971	2	YJR098C	YJR098C_mRNA	-97
X	617148	617148	1	-	4	1	Exon (YJR100C_mRNA/YJR100C, exon 1 of 1)	10	616351	617334	984	2	YJR100C	YJR100C_mRNA	186
X	617340	617356	17	-	25	3	Promoter	10	616351	617334	984	2	YJR100C	YJR100C_mRNA	-22
X	617394	617394	1	-	4	1	Promoter	10	616351	617334	984	2	YJR100C	YJR100C_mRNA	-60
X	619806	619806	1	-	5	1	Promoter	10	619157	619765	609	2	YJR102C	YJR102C_mRNA	-41
X	619875	619875	1	-	5	1	Promoter	10	619157	619765	609	2	YJR102C	YJR102C_mRNA	-110
X	623041	623071	31	-	138	6	Promoter	10	622550	623014	465	2	YJR104C	YJR104C_mRNA	-57
X	628672	628734	63	-	202	16	Promoter	10	628712	629083	372	1	YJR108W	YJR108W_mRNA	0
X	630002	630002	1	-	4	1	Exon (YJR109C_mRNA/YJR109C, exon 1 of 1)	10	629585	632941	3357	2	YJR109C	YJR109C_mRNA	2939
X	630631	630631	1	-	5	1	Exon (YJR109C_mRNA/YJR109C, exon 1 of 1)	10	629585	632941	3357	2	YJR109C	YJR109C_mRNA	2310
X	632959	633022	64	-	166	13	Promoter	10	629585	632941	3357	2	YJR109C	YJR109C_mRNA	-81
X	636699	636699	1	-	5	1	Promoter	10	635855	636706	852	2	YJR111C	YJR111C_mRNA	7
X	636796	636802	7	-	12	2	Promoter	10	635855	636706	852	2	YJR111C	YJR111C_mRNA	-96
X	636830	636830	1	-	4	1	Promoter	10	635855	636706	852	2	YJR111C	YJR111C_mRNA	-124
X	638995	638999	5	-	8	2	Promoter	10	638232	638975	744	2	YJR113C	YJR113C_mRNA	-24
X	644134	644178	45	-	99	11	Promoter	10	643490	644101	612	2	YJR118C	YJR118C_mRNA	-77
X	646499	646499	1	-	4	1	Promoter	10	644304	646490	2187	2	YJR119C	YJR119C_mRNA	-9
X	654277	654277	1	-	5	1	Promoter	10	652892	654238	1347	2	YJR124C	YJR124C_mRNA	-39
X	656006	656023	18	-	116	7	Promoter	10	654737	655963	1227	2	YJR125C	YJR125C_mRNA	-60
X	658650	658681	32	-	83	12	Promoter	10	656254	658689	2436	2	YJR126C	YJR126C_mRNA	39
X	662795	662838	44	-	32	5	Exon (YJR127C_mRNA/YJR127C, exon 1 of 1)	10	658917	663059	4143	2	YJR127C	YJR127C_mRNA	264
X	663472	663472	1	-	6	1	Promoter	10	658917	663059	4143	2	YJR127C	YJR127C_mRNA	-413
X	667157	667169	13	-	39	4	Promoter	10	665218	667137	1920	2	YJR130C	YJR130C_mRNA	-32
X	667199	667199	1	-	11	1	Promoter	10	665218	667137	1920	2	YJR130C	YJR130C_mRNA	-62
X	675906	675923	18	-	41	2	Promoter	10	673729	675852	2124	2	YJR134C	YJR134C_mRNA	-71
X	676812	676812	1	-	8	1	Promoter	10	676059	676778	720	2	YJR135C	YJR135C_mRNA	-34
X	678704	678728	25	-	14	3	Promoter	10	677441	678706	1266	2	YJR136C	YJR136C_mRNA	0
X	689913	689913	1	-	4	1	Exon (YJR139C_mRNA/YJR139C, exon 1 of 1)	10	689445	690524	1080	2	YJR139C	YJR139C_mRNA	611
X	690580	690627	48	-	24	5	Promoter	10	689445	690524	1080	2	YJR139C	YJR139C_mRNA	-103
X	700661	700678	18	-	24	4	Promoter	10	698326	700614	2289	2	YJR143C	YJR143C_mRNA	-64
X	702171	702257	87	-	35	8	Exon (YJR145C_mRNA/YJR145C, exon 2 of 2)	10	702027	703068	1042	2	YJR145C	YJR145C_mRNA	897
X	702293	702353	61	-	29	5	Exon (YJR145C_mRNA/YJR145C, exon 2 of 2)	10	702027	703068	1042	2	YJR145C	YJR145C_mRNA	775
X	702411	702444	34	-	21	4	Exon (YJR145C_mRNA/YJR145C, exon 2 of 2)	10	702027	703068	1042	2	YJR145C	YJR145C_mRNA	657
X	702495	702510	16	-	8	2	Exon (YJR145C_mRNA/YJR145C, exon 2 of 2)	10	702027	703068	1042	2	YJR145C	YJR145C_mRNA	573
X	702564	702564	1	-	4	1	Exon (YJR145C_mRNA/YJR145C, exon 2 of 2)	10	702027	703068	1042	2	YJR145C	YJR145C_mRNA	504
X	702599	702599	1	-	8	1	Exon (YJR145C_mRNA/YJR145C, exon 2 of 2)	10	702027	703068	1042	2	YJR145C	YJR145C_mRNA	469
X	703062	703101	40	-	177	8	Promoter	10	702027	703068	1042	2	YJR145C	YJR145C_mRNA	0
X	703133	703133	1	-	6	1	Promoter	10	702027	703068	1042	2	YJR145C	YJR145C_mRNA	-65
X	705229	705270	42	-	23	4	Distal Intergenic	10	702027	703068	1042	2	YJR145C	YJR145C_mRNA	-2202
X	705424	705424	1	-	4	1	Distal Intergenic	10	702027	703068	1042	2	YJR145C	YJR145C_mRNA	-2356
X	717590	717590	1	-	6	1	Distal Intergenic	10	712255	715740	3486	2	YJR151C	YJR151C_mRNA	-1850
X	724167	724215	49	-	32	5	Distal Intergenic	10	728574	729596	1023	2	YJR156C	YJR156C_mRNA	5429
X	743993	744009	17	-	25	3	Promoter	10	742848	743999	1152	2	YJR161C	YJR161C_mRNA	0
XI	22176	22176	1	+	13	1	Promoter	11	22234	24084	1851	1	YKL217W	YKL217W_mRNA	-58
XI	25148	25187	40	+	201	11	Promoter	11	25215	26159	945	1	YKL216W	YKL216W_mRNA	-28
XI	25620	25626	7	+	9	2	Exon (YKL216W_mRNA/YKL216W, exon 1 of 1)	11	25215	26159	945	1	YKL216W	YKL216W_mRNA	405
XI	25653	25679	27	+	12	3	Exon (YKL216W_mRNA/YKL216W, exon 1 of 1)	11	25215	26159	945	1	YKL216W	YKL216W_mRNA	438
XI	25707	25707	1	+	4	1	Exon (YKL216W_mRNA/YKL216W, exon 1 of 1)	11	25215	26159	945	1	YKL216W	YKL216W_mRNA	492
XI	25752	25754	3	+	12	2	Exon (YKL216W_mRNA/YKL216W, exon 1 of 1)	11	25215	26159	945	1	YKL216W	YKL216W_mRNA	537
XI	25806	25891	86	+	58	12	Exon (YKL216W_mRNA/YKL216W, exon 1 of 1)	11	25215	26159	945	1	YKL216W	YKL216W_mRNA	591
XI	25962	25979	18	+	14	3	Exon (YKL216W_mRNA/YKL216W, exon 1 of 1)	11	25215	26159	945	1	YKL216W	YKL216W_mRNA	747
XI	26013	26013	1	+	4	1	Exon (YKL216W_mRNA/YKL216W, exon 1 of 1)	11	25215	26159	945	1	YKL216W	YKL216W_mRNA	798
XI	26045	26045	1	+	4	1	Exon (YKL216W_mRNA/YKL216W, exon 1 of 1)	11	25215	26159	945	1	YKL216W	YKL216W_mRNA	830
XI	34332	34357	26	+	23	3	Promoter	11	34543	36414	1872	1	YKL212W	YKL212W_mRNA	-186
XI	34418	34432	15	+	30	3	Promoter	11	34543	36414	1872	1	YKL212W	YKL212W_mRNA	-111
XI	36246	36246	1	+	5	1	Exon (YKL212W_mRNA/YKL212W, exon 1 of 1)	11	34543	36414	1872	1	YKL212W	YKL212W_mRNA	1703
XI	38409	38409	1	+	6	1	Promoter	11	38811	38911	101	1	snR64	snR64_snoRNA	-402
XI	39104	39134	31	+	42	4	Promoter	11	39163	42237	3075	1	YKL210W	YKL210W_mRNA	-29
XI	47124	47148	25	+	20	3	Promoter	11	47157	47972	816	1	YKL208W	YKL208W_mRNA	-9
XI	48151	48163	13	+	37	4	Promoter	11	48194	48955	762	1	YKL207W	YKL207W_mRNA	-31
XI	50011	50011	1	+	5	1	Promoter	11	50051	53353	3303	1	YKL205W	YKL205W_mRNA	-40
XI	53666	53686	21	+	33	5	Promoter	11	53704	55602	1899	1	YKL204W	YKL204W_mRNA	-18
XI	75762	75839	78	+	252	18	Promoter	11	75821	77032	1212	1	YKL195W	YKL195W_mRNA	0
XI	75882	75882	1	+	4	1	Promoter	11	75821	77032	1212	1	YKL195W	YKL195W_mRNA	61
XI	81006	81019	14	+	20	3	Promoter	11	81035	82639	1605	1	YKL191W	YKL191W_mRNA	-16
XI	82901	82923	23	+	80	4	Promoter	11	82947	83550	604	1	YKL190W	YKL190W_mRNA	-24
XI	84366	84366	1	+	4	1	Downstream (1-2kb)	11	84208	84291	84	1	tL(UAA)K	tL(UAA)K_tRNA	158
XI	84531	84625	95	+	64	7	Promoter	11	84704	85903	1200	1	YKL189W	YKL189W_mRNA	-79
XI	94146	94146	1	+	5	1	Promoter	11	94499	96265	1767	1	YKL185W	YKL185W_mRNA	-353
XI	94196	94196	1	+	4	1	Promoter	11	94499	96265	1767	1	YKL185W	YKL185W_mRNA	-303
XI	96571	96605	35	+	33	4	Promoter	11	96757	98157	1401	1	YKL184W	YKL184W_mRNA	-152
XI	98578	98578	1	+	9	1	Promoter	11	98721	99641	921	1	YKL183W	YKL183W_mRNA	-143
XI	100102	100102	1	+	4	1	Promoter	11	100671	106826	6156	1	YKL182W	YKL182W_mRNA	-569
XI	100130	100154	25	+	25	4	Promoter	11	100671	106826	6156	1	YKL182W	YKL182W_mRNA	-517
XI	100263	100263	1	+	4	1	Promoter	11	100671	106826	6156	1	YKL182W	YKL182W_mRNA	-408
XI	100311	100371	61	+	149	8	Promoter	11	100671	106826	6156	1	YKL182W	YKL182W_mRNA	-300
XI	100440	100440	1	+	4	1	Promoter	11	100671	106826	6156	1	YKL182W	YKL182W_mRNA	-231
XI	106569	106569	1	+	4	1	Promoter	11	107316	108599	1284	1	YKL181W	YKL181W_mRNA	-747
XI	107099	107131	33	+	61	7	Promoter	11	107316	108599	1284	1	YKL181W	YKL181W_mRNA	-185
XI	107754	107754	1	+	4	1	Exon (YKL181W_mRNA/YKL181W, exon 1 of 1)	11	107316	108599	1284	1	YKL181W	YKL181W_mRNA	438
XI	109221	109271	51	+	248	14	Promoter	11	109269	110129	861	1	YKL180W	YKL180W_mRNA	0
XI	109543	109569	27	+	16	2	Exon (YKL180W_mRNA/YKL180W, exon 1 of 2)	11	109269	110129	861	1	YKL180W	YKL180W_mRNA	274
XI	118739	118739	1	+	4	1	Promoter	11	118793	120304	1512	1	YKL175W	YKL175W_mRNA	-54
XI	118772	118774	3	+	12	2	Promoter	11	118793	120304	1512	1	YKL175W	YKL175W_mRNA	-19
XI	122431	122514	84	+	158	14	Promoter	11	122517	125543	3027	1	YKL173W	YKL173W_mRNA	-3
XI	122559	122595	37	+	14	3	Promoter	11	122517	125543	3027	1	YKL173W	YKL173W_mRNA	42
XI	125701	125799	99	+	651	22	Promoter	11	125759	127042	1284	1	YKL172W	YKL172W_mRNA	0
XI	125890	125912	23	+	12	2	Exon (YKL172W_mRNA/YKL172W, exon 1 of 1)	11	125759	127042	1284	1	YKL172W	YKL172W_mRNA	131
XI	125939	125939	1	+	4	1	Exon (YKL172W_mRNA/YKL172W, exon 1 of 1)	11	125759	127042	1284	1	YKL172W	YKL172W_mRNA	180
XI	126033	126033	1	+	6	1	Exon (YKL172W_mRNA/YKL172W, exon 1 of 1)	11	125759	127042	1284	1	YKL172W	YKL172W_mRNA	274
XI	126065	126087	23	+	17	4	Exon (YKL172W_mRNA/YKL172W, exon 1 of 1)	11	125759	127042	1284	1	YKL172W	YKL172W_mRNA	306
XI	127328	127350	23	+	11	2	Promoter	11	127475	130261	2787	1	YKL171W	YKL171W_mRNA	-125
XI	127386	127398	13	+	69	5	Promoter	11	127475	130261	2787	1	YKL171W	YKL171W_mRNA	-77
XI	130561	130582	22	+	23	2	Promoter	11	130634	131050	417	1	YKL170W	YKL170W_mRNA	-52
XI	143579	143617	39	+	57	6	Promoter	11	144401	145378	978	1	YKL163W	YKL163W_mRNA	-784
XI	153214	153269	56	+	160	10	Promoter	11	153269	153706	438	1	YKL160W	YKL160W_mRNA	0
XI	154929	154967	39	+	50	5	Promoter	11	154991	158232	3242	1	YKL157W	YKL157W_mRNA	-24
XI	155544	155544	1	+	5	1	Intron (YKL157W_mRNA/YKL157W, intron 1 of 1)	11	154991	158232	3242	1	YKL157W	YKL157W_mRNA	553
XI	158543	158705	163	+	266	19	Promoter	11	158613	159212	600	1	YKL156W	YKL156W_mRNA	0
XI	158966	158966	1	+	5	1	Intron (YKL156W_mRNA/YKL156W, intron 1 of 1)	11	158613	159212	600	1	YKL156W	YKL156W_mRNA	353
XI	161502	161521	20	+	27	3	Promoter	11	161601	162335	735	1	YKL154W	YKL154W_mRNA	-80
XI	164944	164944	1	+	4	1	Downstream (2-3kb)	11	163600	164109	510	1	YKL153W	YKL153W_mRNA	1344
XI	166476	166506	31	+	69	5	Promoter	11	166544	167452	909	1	YKL150W	YKL150W_mRNA	-38
XI	171736	171736	1	+	4	1	Promoter	11	171783	173861	2079	1	YKL146W	YKL146W_mRNA	-47
XI	171764	171777	14	+	17	3	Promoter	11	171783	173861	2079	1	YKL146W	YKL146W_mRNA	-6
XI	174127	174190	64	+	230	13	Promoter	11	174213	175616	1404	1	YKL145W	YKL145W_mRNA	-23
XI	176727	176727	1	+	63	1	Promoter	11	176781	178172	1392	1	YKL143W	YKL143W_mRNA	-54
XI	176757	176775	19	+	8	2	Promoter	11	176781	178172	1392	1	YKL143W	YKL143W_mRNA	-6
XI	177798	177798	1	+	4	1	Promoter	11	178515	179174	660	1	YKL142W	YKL142W_mRNA	-717
XI	178436	178493	58	+	32	6	Promoter	11	178515	179174	660	1	YKL142W	YKL142W_mRNA	-22
XI	179626	179655	30	+	32	4	Promoter	11	179667	180263	597	1	YKL141W	YKL141W_mRNA	-12
XI	180474	180474	1	+	7	1	Promoter	11	180779	182425	1647	1	YKL140W	YKL140W_mRNA	-305
XI	180503	180503	1	+	4	1	Promoter	11	180779	182425	1647	1	YKL140W	YKL140W_mRNA	-276
XI	180535	180535	1	+	4	1	Promoter	11	180779	182425	1647	1	YKL140W	YKL140W_mRNA	-244
XI	182758	182775	18	+	9	2	Promoter	11	182958	184544	1587	1	YKL139W	YKL139W_mRNA	-183
XI	185891	185916	26	+	33	5	Promoter	11	185957	186292	336	1	YKL137W	YKL137W_mRNA	-41
XI	202047	202047	1	+	8	1	Promoter	11	202999	203071	73	1	tK(CUU)K	tK(CUU)K_tRNA	-952
XI	203487	203516	30	+	22	3	Promoter	11	203541	205253	1713	1	YKL127W	YKL127W_mRNA	-25
XI	205485	205574	90	+	245	18	Promoter	11	205707	207749	2043	1	YKL126W	YKL126W_mRNA	-133
XI	205604	205681	78	+	84	12	Promoter	11	205707	207749	2043	1	YKL126W	YKL126W_mRNA	-26
XI	208117	208164	48	+	32	4	Promoter	11	208247	210130	1884	1	YKL125W	YKL125W_mRNA	-83
XI	208880	208880	1	+	4	1	Exon (YKL125W_mRNA/YKL125W, exon 1 of 1)	11	208247	210130	1884	1	YKL125W	YKL125W_mRNA	633
XI	210516	210516	1	+	4	1	Promoter	11	210593	212332	1740	1	YKL124W	YKL124W_mRNA	-77
XI	213930	213930	1	+	4	1	Promoter	11	214142	216700	2559	1	YKL121W	YKL121W_mRNA	-212
XI	217254	217267	14	+	59	3	Promoter	11	217344	218318	975	1	YKL120W	YKL120W_mRNA	-77
XI	220268	220310	43	+	153	6	Promoter	11	220324	220974	651	1	YKL117W	YKL117W_mRNA	-14
XI	220358	220358	1	+	4	1	Promoter	11	220324	220974	651	1	YKL117W	YKL117W_mRNA	34
XI	220536	220540	5	+	8	2	Exon (YKL117W_mRNA/YKL117W, exon 1 of 1)	11	220324	220974	651	1	YKL117W	YKL117W_mRNA	212
XI	220694	220694	1	+	6	1	Exon (YKL117W_mRNA/YKL117W, exon 1 of 1)	11	220324	220974	651	1	YKL117W	YKL117W_mRNA	370
XI	220762	220762	1	+	4	1	Exon (YKL117W_mRNA/YKL117W, exon 1 of 1)	11	220324	220974	651	1	YKL117W	YKL117W_mRNA	438
