seqnames	start	end	width	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
VIII	151644	151648	5	+	2	10	0.6	5	0.4	1.03	0.03	Promoter	8	151666	157452	5787	1	YHR023W	YHR023W_mRNA	-18
VIII	159400	159408	9	+	2	24	0.83	9	2.67	1.35	0.35	Promoter	8	159438	160511	1074	1	YHR025W	YHR025W_mRNA	-30
VIII	160729	160735	7	+	3	29	0.66	7	-1.76	0.74	0.2	Promoter	8	160844	161485	642	1	YHR026W	YHR026W_mRNA	-109
VIII	173203	173263	61	+	9	83	0.25	61	4.37	-0.93	0.08	Promoter	8	173344	175089	1746	1	YHR032W	YHR032W_mRNA	-81
VIII	178191	178207	17	+	2	17	0.53	17	-0.47	1	0	Promoter	8	178219	180111	1893	1	YHR035W	YHR035W_mRNA	-12
VIII	180237	180237	1	+	1	8	1	1	0	2	1	Promoter	8	180345	181760	1416	1	YHR036W	YHR036W_mRNA	-108
VIII	181921	181957	37	+	5	39	0.31	37	-2.36	-0.27	0.02	Promoter	8	181977	183704	1728	1	YHR037W	YHR037W_mRNA	-20
VIII	184029	184052	24	+	3	33	0.7	24	-6.71	0.82	0.26	Promoter	8	184066	184758	693	1	YHR038W	YHR038W_mRNA	-14
VIII	187898	187929	32	+	7	70	0.36	32	-5.21	-0.55	0.09	Promoter	8	187924	189024	1101	1	YHR040W	YHR040W_mRNA	0
VIII	190488	190510	23	+	4	25	0.36	23	0.68	0.07	0.03	Promoter	8	190543	192618	2076	1	YHR042W	YHR042W_mRNA	-33
VIII	195407	195421	15	+	3	16	0.44	15	-0.12	0.45	0.02	Promoter	8	195551	197233	1683	1	YHR045W	YHR045W_mRNA	-130
VIII	206411	206423	13	+	3	20	0.6	13	1.8	0.63	0.14	Promoter	8	206462	207193	732	1	YHR049W	YHR049W_mRNA	-39
VIII	207458	207490	33	+	6	48	0.33	33	0.52	-0.42	0.06	Promoter	8	207654	209303	1650	1	YHR050W	YHR050W_mRNA	-164
VIII	207533	207544	12	+	2	11	0.55	12	-0.5	1.01	0.01	Promoter	8	207654	209303	1650	1	YHR050W	YHR050W_mRNA	-110
VIII	209540	209561	22	+	5	43	0.47	22	-2.2	-0.06	0.11	Promoter	8	209475	209645	171	1	YHR050W-A	YHR050W-A_mRNA	65
VIII	209592	209595	4	+	2	16	0.75	4	0.75	1.19	0.19	Promoter	8	209705	210151	447	1	YHR051W	YHR051W_mRNA	-110
VIII	210782	210826	45	+	11	77	0.21	45	8.38	-1.32	0.04	Promoter	8	210848	211978	1131	1	YHR052W	YHR052W_mRNA	-22
VIII	220011	220089	79	+	8	82	0.45	79	5.49	-0.45	0.18	Promoter	8	220108	220500	393	1	YHR059W	YHR059W_mRNA	-19
VIII	220695	220745	51	+	13	214	0.21	51	10.65	-1.34	0.1	Promoter	8	220725	221270	546	1	YHR060W	YHR060W_mRNA	0
VIII	229281	229317	37	+	4	18	0.28	37	2.89	0.01	0	Promoter	8	229335	230696	1362	1	YHR066W	YHR066W_mRNA	-18
VIII	230909	230937	29	+	5	24	0.25	29	-1.08	-0.3	0.01	Promoter	8	230970	231812	843	1	YHR067W	YHR067W_mRNA	-33
VIII	232052	232090	39	+	6	104	0.38	39	3.24	-0.08	0.2	Promoter	8	232133	233296	1164	1	YHR068W	YHR068W_mRNA	-43
VIII	234863	234863	1	+	1	8	1	1	0	2	1	Promoter	8	234881	236380	1500	1	YHR070W	YHR070W_mRNA	-18
VIII	234890	234892	3	+	2	12	0.67	3	-0.33	1.08	0.08	Promoter	8	234881	236380	1500	1	YHR070W	YHR070W_mRNA	9
VIII	236616	236616	1	+	1	6	1	1	0	2	1	Promoter	8	237004	237693	690	1	YHR071W	YHR071W_mRNA	-388
VIII	236642	236682	41	+	8	145	0.3	41	-13.59	-0.64	0.12	Promoter	8	237004	237693	690	1	YHR071W	YHR071W_mRNA	-322
VIII	239013	239016	4	+	2	13	0.69	4	0.58	1.11	0.11	Promoter	8	239098	241293	2196	1	YHR072W	YHR072W_mRNA	-82
VIII	241578	241629	52	+	8	137	0.39	52	0.39	-0.44	0.19	Promoter	8	241664	241840	177	1	YHR072W-A	YHR072W-A_mRNA	-35
VIII	242462	242522	61	+	6	38	0.34	61	-2.84	-0.45	0.05	Promoter	8	242582	245572	2991	1	YHR073W	YHR073W_mRNA	-60
VIII	242552	242570	19	+	3	25	0.68	19	-5.16	0.78	0.23	Promoter	8	242582	245572	2991	1	YHR073W	YHR073W_mRNA	-12
VIII	251056	251094	39	+	5	48	0.27	39	-2.42	-0.3	0.01	Promoter	8	251101	252225	1125	1	YHR076W	YHR076W_mRNA	-7
VIII	267469	267537	69	+	11	214	0.26	69	7	-0.89	0.16	Promoter	8	267538	268092	555	1	YHR081W	YHR081W_mRNA	-1
VIII	272611	272620	10	+	3	37	0.51	10	1.74	0.59	0.11	Promoter	8	272627	273616	990	1	YHR083W	YHR083W_mRNA	-7
VIII	273854	273869	16	+	2	21	0.62	16	-1.79	1.04	0.04	Promoter	8	274174	276240	2067	1	YHR084W	YHR084W_mRNA	-305
VIII	276722	276743	22	+	3	20	0.4	22	3.4	0.43	0.01	Promoter	8	276764	277768	1005	1	YHR085W	YHR085W_mRNA	-21
VIII	277950	277950	1	+	1	7	1	1	0	2	1	Promoter	8	278153	279724	1572	1	YHR086W	YHR086W_mRNA	-203
VIII	280572	280575	4	+	2	14	0.71	4	-0.64	1.14	0.14	Promoter	8	280820	281155	336	1	YHR087W	YHR087W_mRNA	-245
VIII	280723	280749	27	+	7	77	0.32	27	4.39	-0.57	0.08	Promoter	8	280820	281155	336	1	YHR087W	YHR087W_mRNA	-71
VIII	280777	280795	19	+	2	8	0.5	19	0	1	0	Promoter	8	280820	281155	336	1	YHR087W	YHR087W_mRNA	-25
VIII	280820	280820	1	+	1	6	1	1	0	2	1	Promoter	8	280820	281155	336	1	YHR087W	YHR087W_mRNA	0
VIII	281418	281504	87	+	23	506	0.24	87	-0.72	-1.62	0.2	Promoter	8	281495	282382	888	1	YHR088W	YHR088W_mRNA	0
VIII	294303	294330	28	+	3	14	0.36	28	1.86	0.42	0	Distal Intergenic	8	292943	293437	495	1	YHR095W	YHR095W_mRNA	1360
VIII	294445	294445	1	+	1	5	1	1	0	2	1	Distal Intergenic	8	292943	293437	495	1	YHR095W	YHR095W_mRNA	1502
VIII	302248	302248	1	+	1	4	1	1	0	2	1	Promoter	8	302761	313995	11235	1	YHR099W	YHR099W_mRNA	-513
VIII	302654	302675	22	+	5	45	0.4	22	1.37	-0.09	0.1	Promoter	8	302761	313995	11235	1	YHR099W	YHR099W_mRNA	-86
VIII	316388	316428	41	+	7	53	0.4	41	-8.04	-0.51	0.11	Promoter	8	316572	319814	3243	1	YHR102W	YHR102W_mRNA	-144
VIII	323301	323317	17	+	3	27	0.56	17	-0.63	0.6	0.12	Promoter	8	323409	324392	984	1	YHR104W	YHR104W_mRNA	-92
VIII	323349	323383	35	+	6	67	0.31	35	4.09	-0.44	0.05	Promoter	8	323409	324392	984	1	YHR104W	YHR104W_mRNA	-26
VIII	324643	324665	23	+	2	10	0.6	23	2.2	1.03	0.03	Promoter	8	324766	325410	645	1	YHR105W	YHR105W_mRNA	-101
VIII	325597	325597	1	+	1	7	1	1	0	2	1	Promoter	8	325598	326626	1029	1	YHR106W	YHR106W_mRNA	-1
VIII	325655	325655	1	+	1	4	1	1	0	2	1	Promoter	8	325598	326626	1029	1	YHR106W	YHR106W_mRNA	57
VIII	328272	328272	1	+	1	12	1	1	0	2	1	Promoter	8	328303	330060	1758	1	YHR108W	YHR108W_mRNA	-31
VIII	332251	332274	24	+	6	82	0.45	24	-2.76	-0.17	0.16	Promoter	8	332282	332920	639	1	YHR110W	YHR110W_mRNA	-8
VIII	332299	332299	1	+	1	5	1	1	0	2	1	Promoter	8	332282	332920	639	1	YHR110W	YHR110W_mRNA	17
VIII	333019	333078	60	+	7	74	0.36	60	1.39	-0.54	0.09	Promoter	8	333072	334394	1323	1	YHR111W	YHR111W_mRNA	0
VIII	336343	336354	12	+	2	14	0.64	12	1.57	1.06	0.06	Promoter	8	336337	337809	1473	1	YHR113W	YHR113W_mRNA	6
VIII	337970	338019	50	+	4	44	0.39	50	1.48	0.12	0.06	Promoter	8	338083	339984	1902	1	YHR114W	YHR114W_mRNA	-64
VIII	341725	341727	3	+	2	13	0.69	3	0.38	1.11	0.11	Promoter	8	341665	342120	456	1	YHR116W	YHR116W_mRNA	60
VIII	342308	342349	42	+	10	155	0.29	42	-2.44	-0.79	0.16	Promoter	8	342349	344268	1920	1	YHR117W	YHR117W_mRNA	0
VIII	345750	345819	70	+	10	123	0.38	70	17.24	-0.86	0.14	Promoter	8	346043	349285	3243	1	YHR119W	YHR119W_mRNA	-224
VIII	345865	345865	1	+	1	4	1	1	0	2	1	Promoter	8	346043	349285	3243	1	YHR119W	YHR119W_mRNA	-178
VIII	345979	345979	1	+	1	4	1	1	0	2	1	Promoter	8	346043	349285	3243	1	YHR119W	YHR119W_mRNA	-64
VIII	349772	349772	1	+	1	4	1	1	0	2	1	Exon (YHR120W_mRNA/YHR120W, exon 1 of 1)	8	349574	352453	2880	1	YHR120W	YHR120W_mRNA	198
VIII	352676	352694	19	+	4	52	0.65	19	1.5	0.57	0.29	Promoter	8	352756	353319	564	1	YHR121W	YHR121W_mRNA	-62
VIII	360868	360886	19	+	7	58	0.22	19	1.19	-0.66	0.05	Promoter	8	360913	361644	732	1	YHR127W	YHR127W_mRNA	-27
VIII	362047	362076	30	+	5	84	0.49	30	4.5	0.03	0.15	Promoter	8	362115	362765	651	1	YHR128W	YHR128W_mRNA	-39
VIII	369985	370023	39	+	7	77	0.26	39	5.99	-0.59	0.08	Promoter	8	370054	370449	396	1	YHR132W-A	YHR132W-A_mRNA	-31
VIII	370084	370084	1	+	1	4	1	1	0	2	1	Promoter	8	370054	370449	396	1	YHR132W-A	YHR132W-A_mRNA	30
VIII	371775	371775	1	+	1	28	1	1	0	2	1	Promoter	8	371749	372558	810	1	YHR134W	YHR134W_mRNA	26
VIII	375146	375146	1	+	1	4	1	1	0	2	1	Promoter	8	375709	377250	1542	1	YHR137W	YHR137W_mRNA	-563
VIII	375675	375681	7	+	4	28	0.29	7	-0.07	0.01	0	Promoter	8	375709	377250	1542	1	YHR137W	YHR137W_mRNA	-28
VIII	385229	385260	32	+	7	125	0.44	32	-2.84	-0.33	0.17	Promoter	8	385510	386487	978	1	YHR143W	YHR143W_mRNA	-250
VIII	387172	387207	36	+	6	90	0.33	36	5	-0.24	0.13	Promoter	8	387233	387445	213	1	YHR143W-A	YHR143W-A_mRNA	-26
VIII	390210	390210	1	+	1	6	1	1	0	2	1	Promoter	8	390300	391697	1398	1	YHR146W	YHR146W_mRNA	-90
VIII	390260	390306	47	+	11	108	0.31	47	-8.09	-1.06	0.12	Promoter	8	390300	391697	1398	1	YHR146W	YHR146W_mRNA	0
VIII	393506	393514	9	+	3	24	0.5	9	1.67	0.54	0.08	Promoter	8	393534	394085	552	1	YHR148W	YHR148W_mRNA	-20
VIII	397189	397189	1	+	1	5	1	1	0	2	1	Promoter	8	397251	398990	1740	1	YHR150W	YHR150W_mRNA	-62
VIII	401315	401403	89	+	9	74	0.34	89	3.62	-0.85	0.1	Promoter	8	401434	401955	522	1	YHR152W	YHR152W_mRNA	-31
VIII	402914	402945	32	+	4	34	0.35	32	-4.35	0.04	0.02	Promoter	8	402966	406178	3213	1	YHR154W	YHR154W_mRNA	-21
VIII	407006	407006	1	+	1	9	1	1	0	2	1	Promoter	8	407103	410789	3687	1	YHR155W	YHR155W_mRNA	-97
VIII	417474	417515	42	+	4	19	0.32	42	-2.29	0.02	0.01	Promoter	8	417549	419063	1515	1	YHR159W	YHR159W_mRNA	-34
VIII	422883	422917	35	+	8	149	0.32	35	0.32	-0.63	0.12	Promoter	8	423072	423461	390	1	YHR162W	YHR162W_mRNA	-155
VIII	423716	423726	11	+	3	36	0.5	11	-2.61	0.57	0.1	Promoter	8	423724	424473	750	1	YHR163W	YHR163W_mRNA	0
VIII	440360	440360	1	+	1	5	1	1	0	2	1	Promoter	8	440377	441933	1557	1	YHR168W	YHR168W_mRNA	-17
VIII	442108	442108	1	+	1	4	1	1	0	2	1	Promoter	8	442181	443476	1296	1	YHR169W	YHR169W_mRNA	-73
VIII	442141	442154	14	+	2	19	0.58	14	1.03	1.02	0.02	Promoter	8	442181	443476	1296	1	YHR169W	YHR169W_mRNA	-27
VIII	443739	443819	81	+	16	171	0.2	81	4.47	-1.72	0.07	Promoter	8	443828	445384	1557	1	YHR170W	YHR170W_mRNA	-9
VIII	445700	445704	5	+	2	13	0.69	5	0.77	1.11	0.11	Promoter	8	445713	447605	1893	1	YHR171W	YHR171W_mRNA	-9
VIII	448212	448212	1	+	1	6	1	1	0	2	1	Promoter	8	448335	450806	2472	1	YHR172W	YHR172W_mRNA	-123
VIII	448251	448253	3	+	2	12	0.5	3	0	1	0	Promoter	8	448335	450806	2472	1	YHR172W	YHR172W_mRNA	-82
VIII	451289	451311	23	+	3	163	0.93	23	-3.05	1.55	0.72	Promoter	8	451327	452640	1314	1	YHR174W	YHR174W_mRNA	-16
VIII	451948	451948	1	+	1	4	1	1	0	2	1	Exon (YHR174W_mRNA/YHR174W, exon 1 of 1)	8	451327	452640	1314	1	YHR174W	YHR174W_mRNA	621
VIII	452925	452925	1	+	1	5	1	1	0	2	1	Promoter	8	452872	453441	570	1	YHR175W	YHR175W_mRNA	53
VIII	459253	459261	9	+	2	15	0.73	9	-1.87	1.16	0.16	Promoter	8	459299	461530	2232	1	YHR178W	YHR178W_mRNA	-38
VIII	461684	461684	1	+	1	4	1	1	0	2	1	Promoter	8	462502	463704	1203	1	YHR179W	YHR179W_mRNA	-818
VIII	462440	462478	39	+	6	52	0.38	39	-6.58	-0.25	0.13	Promoter	8	462502	463704	1203	1	YHR179W	YHR179W_mRNA	-24
VIII	467176	467176	1	+	1	6	1	1	0	2	1	Promoter	8	467228	467914	687	1	YHR181W	YHR181W_mRNA	-52
VIII	468184	468184	1	+	1	5	1	1	0	2	1	Promoter	8	468219	470576	2358	1	YHR182W	YHR182W_mRNA	-35
VIII	470878	470892	15	+	4	32	0.47	15	-0.38	0.22	0.11	Promoter	8	470960	472429	1470	1	YHR183W	YHR183W_mRNA	-68
VIII	480955	480968	14	+	3	24	0.54	14	-1.04	0.57	0.1	Promoter	8	480990	481919	930	1	YHR187W	YHR187W_mRNA	-22
VIII	484007	484030	24	+	3	22	0.45	24	-0.95	0.51	0.06	Promoter	8	484028	484600	573	1	YHR189W	YHR189W_mRNA	0
VIII	484256	484267	12	+	2	14	0.64	12	-1.57	1.06	0.06	Exon (YHR189W_mRNA/YHR189W, exon 1 of 1)	8	484028	484600	573	1	YHR189W	YHR189W_mRNA	228
VIII	484789	484844	56	+	15	211	0.42	56	-15.95	-1.03	0.22	Promoter	8	484845	486179	1335	1	YHR190W	YHR190W_mRNA	-1
VIII	485797	485797	1	+	1	5	1	1	0	2	1	Exon (YHR190W_mRNA/YHR190W, exon 1 of 1)	8	484845	486179	1335	1	YHR190W	YHR190W_mRNA	952
VIII	486787	486803	17	+	3	26	0.38	17	-0.46	0.43	0.01	Promoter	8	486826	487662	837	1	YHR192W	YHR192W_mRNA	-23
VIII	490567	490581	15	+	4	20	0.3	15	0.4	0.01	0.01	Promoter	8	490747	491712	966	1	YHR195W	YHR195W_mRNA	-166
VIII	490634	490659	26	+	3	29	0.52	26	1.26	0.53	0.07	Promoter	8	490747	491712	966	1	YHR195W	YHR195W_mRNA	-88
VIII	491857	491895	39	+	5	46	0.33	39	3.5	-0.17	0.07	Promoter	8	491931	493658	1728	1	YHR196W	YHR196W_mRNA	-36
VIII	493870	493892	23	+	3	24	0.58	23	-2.08	0.62	0.13	Promoter	8	493896	496187	2292	1	YHR197W	YHR197W_mRNA	-4
VIII	495780	495780	1	+	1	4	1	1	0	2	1	Exon (YHR197W_mRNA/YHR197W, exon 1 of 1)	8	493896	496187	2292	1	YHR197W	YHR197W_mRNA	1884
VIII	499032	499074	43	+	7	63	0.22	43	-2.4	-0.7	0.04	Promoter	8	499079	499885	807	1	YHR200W	YHR200W_mRNA	-5
VIII	502356	502356	1	+	1	4	1	1	0	2	1	Promoter	8	502388	504196	1809	1	YHR202W	YHR202W_mRNA	-32
VIII	508909	508909	1	+	1	8	1	1	0	2	1	Promoter	8	509363	511837	2475	1	YHR205W	YHR205W_mRNA	-454
VIII	512443	512443	1	+	1	9	1	1	0	2	1	Promoter	8	512732	514600	1869	1	YHR206W	YHR206W_mRNA	-289
VIII	512477	512477	1	+	1	4	1	1	0	2	1	Promoter	8	512732	514600	1869	1	YHR206W	YHR206W_mRNA	-255
VIII	517488	517511	24	+	5	79	0.39	24	4.02	0	0.14	Promoter	8	517532	518713	1182	1	YHR208W	YHR208W_mRNA	-21
VIII	549532	549532	1	+	1	5	1	1	0	2	1	Distal Intergenic	8	552099	553502	1404	1	YHR215W	YHR215W_mRNA	-2567
VIII	551788	551798	11	+	2	22	0.64	11	1.36	1.05	0.05	Promoter	8	552099	553502	1404	1	YHR215W	YHR215W_mRNA	-301
VIII	693	693	1	-	1	4	1	1	0	2	1	Exon (YHL050C_mRNA/YHL050C, exon 2 of 2)	8	445	3311	2867	2	YHL050C	YHL050C_mRNA	2618
VIII	5028	5028	1	-	1	4	1	1	0	2	1	Promoter	8	3726	4541	816	2	YHL049C	YHL049C_mRNA	-487
VIII	10227	10237	11	-	2	14	0.71	11	2.14	1.14	0.14	Promoter	8	8351	10213	1863	2	YHL047C	YHL047C_mRNA	-24
VIII	10610	10610	1	-	1	4	1	1	0	2	1	Promoter	8	8351	10213	1863	2	YHL047C	YHL047C_mRNA	-397
VIII	16260	16260	1	-	1	4	1	1	0	2	1	Distal Intergenic	8	11923	12285	363	2	YHL046C	YHL046C_mRNA	-3975
VIII	21009	21009	1	-	1	5	1	1	0	2	1	Promoter	8	19088	20971	1884	2	YHL040C	YHL040C_mRNA	-38
VIII	25512	25550	39	-	7	75	0.33	39	5.24	-0.57	0.08	Promoter	8	23617	25509	1893	2	YHL038C	YHL038C_mRNA	-41
VIII	32754	32774	21	-	4	27	0.44	21	2.89	0.16	0.08	Promoter	8	27978	32756	4779	2	YHL035C	YHL035C_mRNA	0
VIII	32812	32812	1	-	1	6	1	1	0	2	1	Promoter	8	27978	32756	4779	2	YHL035C	YHL035C_mRNA	-56
VIII	33894	33894	1	-	1	5	1	1	0	2	1	Exon (YHL034C_mRNA/YHL034C, exon 1 of 1)	8	33193	34077	885	2	YHL034C	YHL034C_mRNA	183
VIII	34131	34215	85	-	19	360	0.28	85	13.72	-1.47	0.18	Promoter	8	33193	34077	885	2	YHL034C	YHL034C_mRNA	-138
VIII	35468	35468	1	-	1	4	1	1	0	2	1	Exon (YHL033C_mRNA/YHL033C, exon 1 of 1)	8	35255	36025	771	2	YHL033C	YHL033C_mRNA	557
VIII	36017	36060	44	-	9	188	0.35	44	2.03	-0.65	0.17	Promoter	8	35255	36025	771	2	YHL033C	YHL033C_mRNA	0
VIII	38577	38587	11	-	3	24	0.54	11	2.25	0.57	0.1	Promoter	8	36379	38508	2130	2	YHL032C	YHL032C_mRNA	-79
VIII	39453	39453	1	-	1	7	1	1	0	2	1	Promoter	8	38815	39486	672	2	YHL031C	YHL031C_mRNA	33
VIII	39493	39549	57	-	10	202	0.2	57	-8.82	-1.09	0.07	Promoter	8	38815	39486	672	2	YHL031C	YHL031C_mRNA	-63
VIII	47987	48003	17	-	4	33	0.36	17	-0.48	0.09	0.05	Promoter	8	45929	47968	2040	2	YHL029C	YHL029C_mRNA	-35
VIII	54231	54231	1	-	1	5	1	1	0	2	1	Promoter	8	53219	54166	948	2	YHL026C	YHL026C_mRNA	-65
VIII	55234	55252	19	-	2	9	0.56	19	1	1.01	0.01	Downstream (2-3kb)	8	53219	54166	948	2	YHL026C	YHL026C_mRNA	-1086
VIII	62594	62594	1	-	1	6	1	1	0	2	1	Promoter	8	59123	62563	3441	2	YHL023C	YHL023C_mRNA	-31
VIII	65870	65929	60	-	8	125	0.38	60	10.14	-0.5	0.17	Promoter	8	64462	65859	1398	2	YHL021C	YHL021C_mRNA	-70
VIII	67535	67540	6	-	2	41	0.71	6	1.04	1.13	0.13	Promoter	8	66242	67456	1215	2	YHL020C	YHL020C_mRNA	-84
VIII	69513	69513	1	-	1	5	1	1	0	2	1	Promoter	8	67731	69548	1818	2	YHL019C	YHL019C_mRNA	35
VIII	69561	69589	29	-	4	26	0.35	29	0.73	0.05	0.02	Promoter	8	67731	69548	1818	2	YHL019C	YHL019C_mRNA	-41
VIII	77314	77335	22	-	3	13	0.38	22	-0.65	0.42	0.01	Promoter	8	76097	77314	1218	2	YHL014C	YHL014C_mRNA	0
VIII	78344	78393	50	-	9	72	0.21	50	-6	-1.05	0.04	Promoter	8	77430	78353	924	2	YHL013C	YHL013C_mRNA	0
VIII	81679	81752	74	-	7	65	0.2	74	-9.9	-0.68	0.05	Promoter	8	80654	81616	963	2	YHL011C	YHL011C_mRNA	-136
VIII	83719	83719	1	-	1	6	1	1	0	2	1	Promoter	8	81964	83721	1758	2	YHL010C	YHL010C_mRNA	2
VIII	83760	83784	25	-	7	46	0.3	25	1.61	-0.64	0.06	Promoter	8	81964	83721	1758	2	YHL010C	YHL010C_mRNA	-63
VIII	85158	85184	27	-	3	20	0.45	27	-2.85	0.49	0.05	Promoter	8	84068	85060	993	2	YHL009C	YHL009C_mRNA	-124
VIII	94546	94546	1	-	1	4	1	1	0	2	1	Promoter	8	92627	94510	1884	2	YHL008C	YHL008C_mRNA	-36
VIII	94678	94678	1	-	1	4	1	1	0	2	1	Promoter	8	92627	94510	1884	2	YHL008C	YHL008C_mRNA	-168
VIII	98011	98040	30	-	4	37	0.51	30	5.42	0.27	0.14	Promoter	8	95118	97937	2820	2	YHL007C	YHL007C_mRNA	-103
VIII	98066	98076	11	-	4	30	0.3	11	1.27	0.02	0.01	Promoter	8	95118	97937	2820	2	YHL007C	YHL007C_mRNA	-139
VIII	102008	102008	1	-	1	4	1	1	0	2	1	Promoter	8	100648	101883	1236	2	YHL003C	YHL003C_mRNA	-125
VIII	111323	111346	24	-	5	59	0.47	24	-5.72	0.05	0.16	Promoter	8	110028	111317	1290	2	YHR003C	YHR003C_mRNA	-29
VIII	113175	113175	1	-	1	13	1	1	0	2	1	Promoter	8	111754	113094	1341	2	YHR004C	YHR004C_mRNA	-81
VIII	113213	113242	30	-	4	28	0.36	30	-0.07	0.08	0.04	Promoter	8	111754	113094	1341	2	YHR004C	YHR004C_mRNA	-148
VIII	115007	115012	6	-	2	16	0.5	6	0	1	0	Promoter	8	113499	114917	1419	2	YHR005C	YHR005C_mRNA	-95
VIII	115918	115946	29	-	4	53	0.75	29	1.92	0.81	0.4	Promoter	8	115620	115901	282	2	YHR005C-A	YHR005C-A_mRNA	-45
VIII	121721	121726	6	-	2	20	0.6	6	-0.5	1.03	0.03	Promoter	8	120091	121683	1593	2	YHR007C	YHR007C_mRNA	-43
VIII	121818	121854	37	-	4	36	0.39	37	-4.08	0.08	0.04	Promoter	8	120091	121683	1593	2	YHR007C	YHR007C_mRNA	-171
VIII	123115	123115	1	-	1	4	1	1	0	2	1	Promoter	8	122550	122765	216	2	YHR007C-A	YHR007C-A_mRNA	-350
VIII	123620	123632	13	-	2	22	0.77	13	3.27	1.23	0.23	Promoter	8	122889	123590	702	2	YHR008C	YHR008C_mRNA	-42
VIII	123666	123692	27	-	3	25	0.48	27	0.12	0.5	0.05	Promoter	8	122889	123590	702	2	YHR008C	YHR008C_mRNA	-102
VIII	125910	125946	37	-	6	51	0.41	37	-8.1	-0.27	0.12	Promoter	8	124109	125680	1572	2	YHR009C	YHR009C_mRNA	-266
VIII	131473	131483	11	-	4	45	0.36	11	-1.13	0.08	0.04	Promoter	8	130730	131446	717	2	YHR013C	YHR013C_mRNA	-37
VIII	131508	131508	1	-	1	5	1	1	0	2	1	Promoter	8	130730	131446	717	2	YHR013C	YHR013C_mRNA	-62
VIII	138490	138490	1	-	1	8	1	1	0	2	1	Promoter	8	136881	138455	1575	2	YHR016C	YHR016C_mRNA	-35
VIII	138516	138516	1	-	1	9	1	1	0	2	1	Promoter	8	136881	138455	1575	2	YHR016C	YHR016C_mRNA	-61
VIII	140592	140592	1	-	1	4	1	1	0	2	1	Exon (YHR018C_mRNA/YHR018C, exon 1 of 1)	8	140011	141402	1392	2	YHR018C	YHR018C_mRNA	810
VIII	141432	141467	36	-	6	69	0.33	36	3.09	-0.35	0.09	Promoter	8	140011	141402	1392	2	YHR018C	YHR018C_mRNA	-65
VIII	143577	143626	50	-	13	205	0.46	50	-0.45	-0.82	0.24	Promoter	8	141894	143558	1665	2	YHR019C	YHR019C_mRNA	-68
VIII	148691	148756	66	-	15	376	0.27	66	-13.31	-1.25	0.17	Promoter	8	147871	148669	799	2	YHR021C	YHR021C_mRNA	-87
VIII	151226	151231	6	-	2	10	0.6	6	0.5	1.03	0.03	Promoter	8	151217	151306	90	2	YHR022C-A	YHR022C-A_mRNA	80
VIII	159203	159225	23	-	4	26	0.35	23	3.19	0.06	0.03	Promoter	8	157744	159192	1449	2	YHR024C	YHR024C_mRNA	-33
VIII	162934	162934	1	-	1	4	1	1	0	2	1	Exon (YHR027C_mRNA/YHR027C, exon 1 of 1)	8	161730	164711	2982	2	YHR027C	YHR027C_mRNA	1777
VIII	163014	163014	1	-	1	5	1	1	0	2	1	Exon (YHR027C_mRNA/YHR027C, exon 1 of 1)	8	161730	164711	2982	2	YHR027C	YHR027C_mRNA	1697
VIII	164265	164265	1	-	1	5	1	1	0	2	1	Exon (YHR027C_mRNA/YHR027C, exon 1 of 1)	8	161730	164711	2982	2	YHR027C	YHR027C_mRNA	446
VIII	164719	164780	62	-	11	164	0.19	62	7.09	-1.21	0.07	Promoter	8	161730	164711	2982	2	YHR027C	YHR027C_mRNA	-69
VIII	167434	167434	1	-	1	7	1	1	0	2	1	Promoter	8	164978	167434	2457	2	YHR028C	YHR028C_mRNA	0
VIII	167461	167510	50	-	5	42	0.48	50	3.02	-0.04	0.12	Promoter	8	164978	167434	2457	2	YHR028C	YHR028C_mRNA	-76
VIII	167570	167570	1	-	1	4	1	1	0	2	1	Promoter	8	164978	167434	2457	2	YHR028C	YHR028C_mRNA	-136
VIII	168574	168589	16	-	2	10	0.6	16	-1.5	1.03	0.03	Promoter	8	167677	168561	885	2	YHR029C	YHR029C_mRNA	-28
VIII	170371	170371	1	-	1	4	1	1	0	2	1	Promoter	8	168890	170344	1455	2	YHR030C	YHR030C_mRNA	-27
VIII	170473	170473	1	-	1	10	1	1	0	2	1	Promoter	8	168890	170344	1455	2	YHR030C	YHR030C_mRNA	-129
VIII	170506	170548	43	-	4	48	0.4	43	-2.44	0.12	0.06	Promoter	8	168890	170344	1455	2	YHR030C	YHR030C_mRNA	-204
VIII	178019	178019	1	-	1	4	1	1	0	2	1	Promoter	8	176965	177999	1035	2	YHR034C	YHR034C_mRNA	-20
VIII	186919	186919	1	-	1	7	1	1	0	2	1	Promoter	8	184875	186809	1935	2	YHR039C	YHR039C_mRNA	-110
VIII	187687	187712	26	-	8	161	0.31	26	-1.87	-0.46	0.18	Promoter	8	187173	187679	507	2	YHR039C-A	YHR039C-A_mRNA	-33
VIII	193647	193647	1	-	1	5	1	1	0	2	1	Promoter	8	192805	193545	741	2	YHR043C	YHR043C_mRNA	-102
VIII	201338	201346	9	-	2	14	0.64	9	-1.14	1.06	0.06	Promoter	8	198740	201310	2571	2	YHR047C	YHR047C_mRNA	-36
