seqnames	start	end	width	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
XII	840290	840311	22	+	2	18	0.61	22	-2.33	1.04	0.04	Promoter	12	840321	840914	594	1	YLR356W	YLR356W_mRNA	-10
XII	841284	841287	4	+	2	26	0.81	4	0.92	1.29	0.29	Promoter	12	841331	844000	2670	1	YLR357W	YLR357W_mRNA	-44
XII	844179	844186	8	+	2	13	0.62	8	-0.81	1.04	0.04	Promoter	12	844282	845730	1449	1	YLR359W	YLR359W_mRNA	-96
XII	844214	844214	1	+	1	7	1	1	0	2	1	Promoter	12	844282	845730	1449	1	YLR359W	YLR359W_mRNA	-68
XII	844240	844259	20	+	6	50	0.28	20	-1.54	-0.41	0.07	Promoter	12	844282	845730	1449	1	YLR359W	YLR359W_mRNA	-23
XII	845990	845990	1	+	1	4	1	1	0	2	1	Promoter	12	846103	847422	1320	1	YLR360W	YLR360W_mRNA	-113
XII	846026	846039	14	+	3	31	0.61	14	-2.98	0.68	0.17	Promoter	12	846103	847422	1320	1	YLR360W	YLR360W_mRNA	-64
XII	853433	853451	19	+	3	33	0.55	19	1.64	0.56	0.09	Promoter	12	853461	853718	258	1	YLR363W-A	YLR363W-A_mRNA	-10
XII	855809	855862	54	+	10	118	0.4	54	0.4	-0.73	0.18	Exon (YLR366W_mRNA/YLR366W, exon 1 of 1)	12	855538	855843	306	1	YLR366W	YLR366W_mRNA	271
XII	856428	856435	8	+	2	24	0.79	8	2.04	1.26	0.26	Promoter	12	856442	857317	876	1	YLR367W	YLR367W_mRNA	-7
XII	859529	859529	1	+	1	4	1	1	0	2	1	Promoter	12	859552	861525	1974	1	YLR369W	YLR369W_mRNA	-23
XII	862519	862526	8	+	3	30	0.47	8	-0.87	0.53	0.07	Promoter	12	862714	866784	4071	1	YLR371W	YLR371W_mRNA	-188
XII	867205	867218	14	+	3	42	0.5	14	-2.86	0.57	0.1	Promoter	12	867354	868391	1038	1	YLR372W	YLR372W_mRNA	-136
XII	867284	867284	1	+	1	6	1	1	0	2	1	Promoter	12	867354	868391	1038	1	YLR372W	YLR372W_mRNA	-70
XII	871660	871665	6	+	3	30	0.5	6	-0.4	0.58	0.11	Promoter	12	871697	872728	1032	1	YLR375W	YLR375W_mRNA	-32
XII	878175	878211	37	+	6	90	0.34	37	-4.2	-0.28	0.12	Promoter	12	878282	879508	1227	1	YLR380W	YLR380W_mRNA	-71
XII	893592	893606	15	+	2	14	0.64	15	2	1.06	0.06	Promoter	12	893628	896270	2643	1	YLR386W	YLR386W_mRNA	-22
XII	898094	898138	45	+	5	57	0.37	45	5.81	-0.13	0.08	Promoter	12	898651	898821	171	1	YLR388W	YLR388W_mRNA	-513
XII	899180	899180	1	+	1	32	1	1	0	2	1	Promoter	12	899180	899382	203	1	snR34	snR34_snoRNA	0
XII	903113	903129	17	+	4	55	0.55	17	2.07	0.32	0.16	Promoter	12	903066	903404	339	1	YLR390W	YLR390W_mRNA	47
XII	903633	903700	68	+	14	235	0.34	68	9.86	-0.98	0.22	Promoter	12	903724	904440	717	1	YLR390W-A	YLR390W-A_mRNA	-24
XII	906997	906997	1	+	1	4	1	1	0	2	1	Promoter	12	907079	907918	840	1	YLR393W	YLR393W_mRNA	-82
XII	907079	907079	1	+	1	4	1	1	0	2	1	Promoter	12	907079	907918	840	1	YLR393W	YLR393W_mRNA	0
XII	924928	924928	1	+	1	7	1	1	0	2	1	Promoter	12	924889	925080	192	1	YLR402W	YLR402W_mRNA	39
XII	924954	924954	1	+	1	6	1	1	0	2	1	Promoter	12	924889	925080	192	1	YLR402W	YLR402W_mRNA	65
XII	928698	928698	1	+	1	4	1	1	0	2	1	Promoter	12	928743	929600	858	1	YLR404W	YLR404W_mRNA	-45
XII	929766	929766	1	+	1	7	1	1	0	2	1	Promoter	12	929789	930892	1104	1	YLR405W	YLR405W_mRNA	-23
XII	929791	929791	1	+	1	8	1	1	0	2	1	Promoter	12	929789	930892	1104	1	YLR405W	YLR405W_mRNA	2
XII	932719	932723	5	+	2	13	0.62	5	0.46	1.04	0.04	Promoter	12	932967	933653	687	1	YLR407W	YLR407W_mRNA	-244
XII	932804	932804	1	+	1	4	1	1	0	2	1	Promoter	12	932967	933653	687	1	YLR407W	YLR407W_mRNA	-163
XII	937480	937513	34	+	3	26	0.62	34	-8.65	0.67	0.16	Promoter	12	937541	940981	3441	1	YLR410W	YLR410W_mRNA	-28
XII	941432	941432	1	+	1	5	1	1	0	2	1	Promoter	12	941483	942799	1317	1	YLR410W-A	YLR410W-A	-51
XII	942228	942228	1	+	1	4	1	1	0	2	1	Exon (YLR410W-B/YLR410W-B, exon 1 of 1)	12	941483	946796	5314	1	YLR410W-B	YLR410W-B	745
XII	947255	947255	1	+	1	4	1	1	0	2	1	Promoter	12	947253	947978	726	1	YLR411W	YLR411W_mRNA	2
XII	948336	948351	16	+	3	22	0.5	16	1.77	0.53	0.07	Promoter	12	948368	949192	825	1	YLR412W	YLR412W_mRNA	-17
XII	948386	948386	1	+	1	10	1	1	0	2	1	Promoter	12	948368	949192	825	1	YLR412W	YLR412W_mRNA	18
XII	951098	951136	39	+	9	161	0.32	39	-7.96	-0.78	0.12	Promoter	12	951156	953183	2028	1	YLR413W	YLR413W_mRNA	-20
XII	954935	954935	1	+	1	4	1	1	0	2	1	Promoter	12	955010	956710	1701	1	YLR417W	YLR417W_mRNA	-75
XII	958380	958380	1	+	1	4	1	1	0	2	1	Promoter	12	958428	962735	4308	1	YLR419W	YLR419W_mRNA	-48
XII	963710	963765	56	+	9	110	0.3	56	11.92	-0.87	0.1	Promoter	12	963785	964879	1095	1	YLR420W	YLR420W_mRNA	-20
XII	965782	965794	13	+	2	10	0.6	13	1.2	1.03	0.03	Promoter	12	965897	971695	5799	1	YLR422W	YLR422W_mRNA	-103
XII	982713	982733	21	+	5	72	0.29	21	-3.06	-0.24	0.03	Promoter	12	982894	986817	3924	1	YLR425W	YLR425W_mRNA	-161
XII	987037	987039	3	+	2	39	0.69	3	-0.38	1.11	0.11	Promoter	12	987062	988113	1052	1	YLR426W	YLR426W_mRNA	-23
XII	988312	988367	56	+	10	87	0.24	56	-3.68	-1.14	0.05	Promoter	12	988428	990440	2013	1	YLR427W	YLR427W_mRNA	-61
XII	990730	990746	17	+	7	94	0.3	17	-3.33	-0.49	0.11	Promoter	12	990777	992732	1956	1	YLR429W	YLR429W_mRNA	-31
XII	990779	990779	1	+	1	4	1	1	0	2	1	Promoter	12	990777	992732	1956	1	YLR429W	YLR429W_mRNA	2
XII	990918	990918	1	+	1	7	1	1	0	2	1	Exon (YLR429W_mRNA/YLR429W, exon 1 of 1)	12	990777	992732	1956	1	YLR429W	YLR429W_mRNA	141
XII	992250	992250	1	+	1	4	1	1	0	2	1	Exon (YLR429W_mRNA/YLR429W, exon 1 of 1)	12	993434	1000129	6696	1	YLR430W	YLR430W_mRNA	-1184
XII	993110	993110	1	+	1	7	1	1	0	2	1	Promoter	12	993434	1000129	6696	1	YLR430W	YLR430W_mRNA	-324
XII	1002333	1002333	1	+	1	5	1	1	0	2	1	Promoter	12	1002557	1004128	1572	1	YLR432W	YLR432W_mRNA	-224
XII	1002415	1002449	35	+	5	70	0.41	35	5.71	-0.03	0.13	Promoter	12	1002557	1004128	1572	1	YLR432W	YLR432W_mRNA	-108
XII	1002493	1002496	4	+	2	15	0.53	4	-0.1	1	0	Promoter	12	1002557	1004128	1572	1	YLR432W	YLR432W_mRNA	-61
XII	1006285	1006342	58	+	7	84	0.25	58	6.15	-0.69	0.04	Promoter	12	1006378	1006995	618	1	YLR435W	YLR435W_mRNA	-36
XII	1012463	1012476	14	+	4	21	0.29	14	0.31	0	0	Promoter	12	1012501	1013775	1275	1	YLR438W	YLR438W_mRNA	-25
XII	1014408	1014408	1	+	1	12	1	1	0	2	1	Promoter	12	1014491	1015450	960	1	YLR439W	YLR439W_mRNA	-83
XII	1014433	1014441	9	+	2	9	0.56	9	-0.44	1.01	0.01	Promoter	12	1014491	1015450	960	1	YLR439W	YLR439W_mRNA	-50
XII	1025153	1025153	1	+	1	4	1	1	0	2	1	Promoter	12	1025214	1026515	1302	1	YLR446W	YLR446W_mRNA	-61
XII	1028762	1028787	26	+	4	30	0.37	26	-0.07	0.08	0.04	Promoter	12	1028854	1029768	915	1	YLR448W	YLR448W_mRNA	-67
XII	1028813	1028873	61	+	13	208	0.2	61	-10.04	-1.37	0.09	Promoter	12	1028854	1029768	915	1	YLR448W	YLR448W_mRNA	0
XII	1029253	1029253	1	+	1	4	1	1	0	2	1	Exon (YLR448W_mRNA/YLR448W, exon 2 of 2)	12	1028854	1029768	915	1	YLR448W	YLR448W_mRNA	399
XII	1030792	1030813	22	+	9	136	0.2	22	0.4	-0.93	0.08	Promoter	12	1030834	1032012	1179	1	YLR449W	YLR449W_mRNA	-21
XII	1030948	1030948	1	+	1	4	1	1	0	2	1	Exon (YLR449W_mRNA/YLR449W, exon 1 of 1)	12	1030834	1032012	1179	1	YLR449W	YLR449W_mRNA	114
XII	1031380	1031380	1	+	1	5	1	1	0	2	1	Exon (YLR449W_mRNA/YLR449W, exon 1 of 1)	12	1030834	1032012	1179	1	YLR449W	YLR449W_mRNA	546
XII	1032444	1032503	60	+	6	68	0.35	60	-1.26	-0.26	0.13	Promoter	12	1032627	1035764	3138	1	YLR450W	YLR450W_mRNA	-124
XII	1035978	1036015	38	+	6	36	0.22	38	1.06	-0.55	0.01	Promoter	12	1036093	1038753	2661	1	YLR451W	YLR451W_mRNA	-78
XII	1043844	1043849	6	+	3	16	0.44	6	-0.19	0.45	0.02	Promoter	12	1043998	1051884	7887	1	YLR454W	YLR454W_mRNA	-149
XII	1043882	1043907	26	+	3	30	0.57	26	-5.4	0.58	0.1	Promoter	12	1043998	1051884	7887	1	YLR454W	YLR454W_mRNA	-91
XII	1053417	1053417	1	+	1	5	1	1	0	2	1	Promoter	12	1053629	1054543	915	1	YLR455W	YLR455W_mRNA	-212
XII	1072142	1072154	13	+	2	9	0.56	13	-0.67	1.01	0.01	Promoter	12	1072508	1077898	5391	1	YLR467W	YLR467W_mRNA	-354
XII	22659	22691	33	-	5	33	0.33	33	2.52	-0.22	0.04	Exon (YLL059C_mRNA/YLL059C, exon 1 of 1)	12	22474	22980	507	2	YLL059C	YLL059C_mRNA	321
XII	22726	22726	1	-	1	5	1	1	0	2	1	Exon (YLL059C_mRNA/YLL059C, exon 1 of 1)	12	22474	22980	507	2	YLL059C	YLL059C_mRNA	254
XII	26394	26394	1	-	1	6	1	1	0	2	1	Exon (YLL057C_mRNA/YLL057C, exon 1 of 1)	12	25756	26994	1239	2	YLL057C	YLL057C_mRNA	600
XII	26638	26664	27	-	3	17	0.53	27	-5.82	0.53	0.07	Exon (YLL057C_mRNA/YLL057C, exon 1 of 1)	12	25756	26994	1239	2	YLL057C	YLL057C_mRNA	356
XII	29527	29527	1	-	1	6	1	1	0	2	1	Downstream (2-3kb)	12	27409	28305	897	2	YLL056C	YLL056C_mRNA	-1222
XII	29615	29630	16	-	2	8	0.5	16	0	1	0	Downstream (2-3kb)	12	27409	28305	897	2	YLL056C	YLL056C_mRNA	-1325
XII	35218	35232	15	-	3	14	0.43	15	2.43	0.44	0.02	Promoter	12	32673	35204	2532	2	YLL054C	YLL054C_mRNA	-28
XII	35262	35265	4	-	2	8	0.5	4	0	1	0	Promoter	12	32673	35204	2532	2	YLL054C	YLL054C_mRNA	-61
XII	39489	39494	6	-	3	15	0.33	6	0.17	0.42	0	Promoter	12	37333	39471	2139	2	YLL051C	YLL051C_mRNA	-23
XII	39538	39541	4	-	2	16	0.75	4	0.75	1.19	0.19	Promoter	12	37333	39471	2139	2	YLL051C	YLL051C_mRNA	-70
XII	40425	40439	15	-	3	83	0.52	15	3.6	0.55	0.09	Promoter	12	39804	40414	611	2	YLL050C	YLL050C_mRNA	-25
XII	46433	46433	1	-	1	5	1	1	0	2	1	Promoter	12	41280	46265	4986	2	YLL048C	YLL048C_mRNA	-168
XII	46458	46458	1	-	1	11	1	1	0	2	1	Promoter	12	41280	46265	4986	2	YLL048C	YLL048C_mRNA	-193
XII	47053	47053	1	-	1	4	1	1	0	2	1	Exon (YLL046C_mRNA/YLL046C, exon 1 of 1)	12	46714	47463	750	2	YLL046C	YLL046C_mRNA	410
XII	48621	48660	40	-	12	364	0.62	40	8.76	-0.18	0.39	Promoter	12	47859	48629	771	2	YLL045C	YLL045C_mRNA	0
XII	48705	48708	4	-	2	27	0.59	4	-0.28	1.02	0.02	Promoter	12	47859	48629	771	2	YLL045C	YLL045C_mRNA	-79
XII	53975	54008	34	-	8	95	0.24	34	-0.55	-0.74	0.09	Promoter	12	53131	53931	801	2	YLL041C	YLL041C_mRNA	-77
XII	63745	63754	10	-	3	34	0.44	10	0.44	0.48	0.04	Promoter	12	54211	63645	9435	2	YLL040C	YLL040C_mRNA	-109
XII	65295	65318	24	-	5	73	0.32	24	-1.21	-0.15	0.08	Promoter	12	64062	65207	1146	2	YLL039C	YLL039C_mRNA	-111
XII	65371	65371	1	-	1	4	1	1	0	2	1	Promoter	12	64062	65207	1146	2	YLL039C	YLL039C_mRNA	-164
XII	66552	66569	18	-	3	45	0.58	18	-4.88	0.67	0.16	Promoter	12	66562	66942	381	1	YLL037W	YLL037W_mRNA	0
XII	73166	73209	44	-	4	71	0.61	44	0.63	0.43	0.21	Promoter	12	70633	73146	2514	2	YLL034C	YLL034C_mRNA	-63
XII	76827	76844	18	-	2	17	0.53	18	0.5	1	0	Promoter	12	74270	76747	2478	2	YLL032C	YLL032C_mRNA	-97
XII	80261	80261	1	-	1	10	1	1	0	2	1	Promoter	12	77152	80205	3054	2	YLL031C	YLL031C_mRNA	-56
XII	97087	97087	1	-	1	6	1	1	0	2	1	Exon (YLL024C_mRNA/YLL024C, exon 1 of 1)	12	95566	97485	1920	2	YLL024C	YLL024C_mRNA	398
XII	97120	97132	13	-	4	21	0.33	13	-0.48	0.04	0.02	Exon (YLL024C_mRNA/YLL024C, exon 1 of 1)	12	95566	97485	1920	2	YLL024C	YLL024C_mRNA	365
XII	97296	97296	1	-	1	6	1	1	0	2	1	Exon (YLL024C_mRNA/YLL024C, exon 1 of 1)	12	95566	97485	1920	2	YLL024C	YLL024C_mRNA	189
XII	97326	97326	1	-	1	5	1	1	0	2	1	Exon (YLL024C_mRNA/YLL024C, exon 1 of 1)	12	95566	97485	1920	2	YLL024C	YLL024C_mRNA	159
XII	97375	97440	66	-	8	34	0.15	66	-1.09	-0.99	0	Exon (YLL024C_mRNA/YLL024C, exon 1 of 1)	12	95566	97485	1920	2	YLL024C	YLL024C_mRNA	110
XII	97467	97473	7	-	3	19	0.53	7	0.16	0.53	0.07	Promoter	12	95566	97485	1920	2	YLL024C	YLL024C_mRNA	18
XII	97504	97578	75	-	15	486	0.39	75	-19.05	-0.72	0.3	Promoter	12	95566	97485	1920	2	YLL024C	YLL024C_mRNA	-93
XII	97604	97610	7	-	2	11	0.64	7	-0.82	1.05	0.05	Promoter	12	95566	97485	1920	2	YLL024C	YLL024C_mRNA	-125
XII	97635	97643	9	-	2	27	0.67	9	-1.33	1.08	0.08	Promoter	12	95566	97485	1920	2	YLL024C	YLL024C_mRNA	-158
XII	98852	98866	15	-	3	28	0.5	15	1.43	0.57	0.1	Promoter	12	97997	98836	840	2	YLL023C	YLL023C_mRNA	-30
XII	100138	100201	64	-	6	61	0.36	64	13.93	-0.35	0.09	Promoter	12	99044	100201	1158	2	YLL022C	YLL022C_mRNA	0
XII	100231	100234	4	-	2	10	0.6	4	-0.3	1.03	0.03	Promoter	12	99044	100201	1158	2	YLL022C	YLL022C_mRNA	-33
XII	100413	100413	1	-	1	6	1	1	0	2	1	Promoter	12	99044	100201	1158	2	YLL022C	YLL022C_mRNA	-212
XII	108122	108190	69	-	7	143	0.3	69	6.87	-0.51	0.11	Promoter	12	105686	107899	2214	2	YLL019C	YLL019C_mRNA	-291
XII	108250	108250	1	-	1	5	1	1	0	2	1	Promoter	12	105686	107899	2214	2	YLL019C	YLL019C_mRNA	-351
XII	108277	108277	1	-	1	4	1	1	0	2	1	Promoter	12	105686	107899	2214	2	YLL019C	YLL019C_mRNA	-378
XII	108534	108534	1	-	1	4	1	1	0	2	1	Downstream (2-3kb)	12	108676	108972	297	2	YLL018C-A	YLL018C-A_mRNA	438
XII	108973	108973	1	-	1	6	1	1	0	2	1	Promoter	12	108676	108972	297	2	YLL018C-A	YLL018C-A_mRNA	-1
XII	109011	109030	20	-	7	72	0.19	20	0.6	-0.7	0.04	Promoter	12	108676	108972	297	2	YLL018C-A	YLL018C-A_mRNA	-58
XII	111568	111669	102	-	26	331	0.16	102	-2.03	-2.15	0.12	Promoter	12	109902	111575	1674	2	YLL018C	YLL018C_mRNA	0
XII	123767	123767	1	-	1	4	1	1	0	2	1	Exon (YLL013C_mRNA/YLL013C, exon 1 of 1)	12	122075	124714	2640	2	YLL013C	YLL013C_mRNA	947
XII	124985	125009	25	-	2	20	0.65	25	-3.6	1.07	0.07	Promoter	12	122075	124714	2640	2	YLL013C	YLL013C_mRNA	-295
XII	130825	130825	1	-	1	4	1	1	0	2	1	Promoter	12	129330	130613	1284	2	YLL010C	YLL010C_mRNA	-212
XII	130852	130855	4	-	2	37	0.7	4	0.61	1.12	0.12	Promoter	12	129330	130613	1284	2	YLL010C	YLL010C_mRNA	-242
XII	131441	131485	45	-	5	41	0.49	45	-2.61	-0.01	0.13	Promoter	12	131205	131414	210	2	YLL009C	YLL009C_mRNA	-71
XII	136375	136375	1	-	1	4	1	1	0	2	1	Promoter	12	134302	136299	1998	2	YLL007C	YLL007C_mRNA	-76
XII	153978	154018	41	-	7	60	0.28	41	-1.08	-0.67	0.05	Promoter	12	151389	153977	2589	2	YLR001C	YLR001C_mRNA	-41
XII	156343	156400	58	-	9	118	0.34	58	-3.23	-0.63	0.17	Promoter	12	154343	156334	1992	2	YLR002C	YLR002C_mRNA	-66
XII	156435	156435	1	-	1	5	1	1	0	2	1	Promoter	12	154343	156334	1992	2	YLR002C	YLR002C_mRNA	-101
XII	157739	157773	35	-	4	103	0.44	35	-5.15	0.13	0.06	Promoter	12	156855	157730	876	2	YLR003C	YLR003C_mRNA	-43
XII	164063	164072	10	-	3	25	0.44	10	-0.26	0.48	0.04	Promoter	12	161755	163893	2139	2	YLR006C	YLR006C_mRNA	-179
XII	166158	166194	37	-	5	29	0.38	37	7.17	-0.19	0.06	Promoter	12	165577	166083	507	2	YLR008C	YLR008C_mRNA	-111
XII	167813	167813	1	-	1	4	1	1	0	2	1	Promoter	12	167320	167802	483	2	YLR010C	YLR010C_mRNA	-11
XII	175018	175018	1	-	1	4	1	1	0	2	1	Promoter	12	172268	174982	2715	2	YLR014C	YLR014C_mRNA	-36
XII	177449	177463	15	-	3	13	0.38	15	0.08	0.42	0.01	Promoter	12	176802	177416	615	2	YLR016C	YLR016C_mRNA	-47
XII	179103	179103	1	-	1	9	1	1	0	2	1	Exon (YLR018C_mRNA/YLR018C, exon 1 of 1)	12	178707	179606	900	2	YLR018C	YLR018C_mRNA	503
XII	179662	179662	1	-	1	6	1	1	0	2	1	Promoter	12	178707	179606	900	2	YLR018C	YLR018C_mRNA	-56
XII	183425	183455	31	-	3	32	0.56	31	-5.16	0.6	0.12	Promoter	12	181789	183405	1617	2	YLR020C	YLR020C_mRNA	-50
XII	184891	184956	66	-	11	134	0.23	66	10.92	-1.11	0.1	Promoter	12	184174	184926	753	2	YLR022C	YLR022C_mRNA	0
XII	187198	187212	15	-	2	12	0.58	15	1.17	1.02	0.02	Promoter	12	185498	187129	1632	2	YLR023C	YLR023C_mRNA	-83
XII	187267	187267	1	-	1	4	1	1	0	2	1	Promoter	12	185498	187129	1632	2	YLR023C	YLR023C_mRNA	-138
XII	187317	187317	1	-	1	8	1	1	0	2	1	Promoter	12	185498	187129	1632	2	YLR023C	YLR023C_mRNA	-188
XII	196579	196587	9	-	3	33	0.52	9	1.64	0.54	0.08	Promoter	12	195450	196472	1023	2	YLR026C	YLR026C_mRNA	-115
XII	198095	198125	31	-	6	86	0.24	31	0.93	-0.47	0.05	Promoter	12	196829	198085	1257	2	YLR027C	YLR027C_mRNA	-40
XII	201374	201408	35	-	3	27	0.41	35	0.3	0.44	0.02	Promoter	12	199540	201315	1776	2	YLR028C	YLR028C_mRNA	-93
XII	201459	201471	13	-	2	22	0.68	13	-2.18	1.1	0.1	Promoter	12	199540	201315	1776	2	YLR028C	YLR028C_mRNA	-156
XII	201507	201515	9	-	2	11	0.55	9	-0.36	1.01	0.01	Promoter	12	199540	201315	1776	2	YLR028C	YLR028C_mRNA	-200
XII	202232	202232	1	-	1	7	1	1	0	2	1	Exon (YLR029C_mRNA/YLR029C, exon 1 of 1)	12	201976	202590	615	2	YLR029C	YLR029C_mRNA	358
XII	202263	202272	10	-	2	8	0.5	10	0	1	0	Exon (YLR029C_mRNA/YLR029C, exon 1 of 1)	12	201976	202590	615	2	YLR029C	YLR029C_mRNA	327
XII	202304	202304	1	-	1	6	1	1	0	2	1	Exon (YLR029C_mRNA/YLR029C, exon 1 of 1)	12	201976	202590	615	2	YLR029C	YLR029C_mRNA	286
XII	202329	202349	21	-	4	31	0.45	21	-4.26	0.17	0.09	Exon (YLR029C_mRNA/YLR029C, exon 1 of 1)	12	201976	202590	615	2	YLR029C	YLR029C_mRNA	261
XII	202392	202392	1	-	1	7	1	1	0	2	1	Exon (YLR029C_mRNA/YLR029C, exon 1 of 1)	12	201976	202590	615	2	YLR029C	YLR029C_mRNA	198
XII	202421	202515	95	-	7	39	0.26	95	3.79	-0.72	0.03	Exon (YLR029C_mRNA/YLR029C, exon 1 of 1)	12	201976	202590	615	2	YLR029C	YLR029C_mRNA	169
XII	202542	202547	6	-	2	11	0.64	6	-0.68	1.05	0.05	Promoter	12	201976	202590	615	2	YLR029C	YLR029C_mRNA	48
XII	202574	202642	69	-	15	471	0.59	69	3.75	-0.33	0.4	Promoter	12	201976	202590	615	2	YLR029C	YLR029C_mRNA	0
XII	212097	212097	1	-	1	4	1	1	0	2	1	Promoter	12	210512	211933	1422	2	YLR034C	YLR034C_mRNA	-164
XII	212142	212142	1	-	1	5	1	1	0	2	1	Promoter	12	210512	211933	1422	2	YLR034C	YLR034C_mRNA	-209
XII	220761	220761	1	-	1	4	1	1	0	2	1	Distal Intergenic	12	221521	222132	612	2	YLR036C	YLR036C_mRNA	1371
XII	222120	222120	1	-	1	4	1	1	0	2	1	Promoter	12	221521	222132	612	2	YLR036C	YLR036C_mRNA	12
XII	222172	222172	1	-	1	6	1	1	0	2	1	Promoter	12	221521	222132	612	2	YLR036C	YLR036C_mRNA	-40
XII	222203	222203	1	-	1	5	1	1	0	2	1	Promoter	12	221521	222132	612	2	YLR036C	YLR036C_mRNA	-71
XII	224576	224576	1	-	1	10	1	1	0	2	1	Downstream (1-2kb)	12	224921	225172	252	2	YLR038C	YLR038C_mRNA	596
XII	225198	225216	19	-	2	16	0.56	19	1.12	1.01	0.01	Promoter	12	224921	225172	252	2	YLR038C	YLR038C_mRNA	-44
XII	225253	225253	1	-	1	14	1	1	0	2	1	Promoter	12	224921	225172	252	2	YLR038C	YLR038C_mRNA	-81
XII	228522	228539	18	-	3	17	0.41	18	-3.26	0.45	0.02	Promoter	12	225426	228596	3171	2	YLR039C	YLR039C_mRNA	74
XII	229638	229657	20	-	2	8	0.5	20	0	1	0	Promoter	12	228908	229582	675	2	YLR040C	YLR040C_mRNA	-75
XII	229705	229715	11	-	2	12	0.58	11	-0.83	1.02	0.02	Promoter	12	228908	229582	675	2	YLR040C	YLR040C_mRNA	-133
XII	230468	230549	82	-	13	120	0.19	82	4.49	-1.49	0.06	Promoter	12	229966	230451	486	2	YLR042C	YLR042C_mRNA	-98
XII	232032	232074	43	-	7	133	0.28	43	-5.5	-0.51	0.11	Promoter	12	231702	232013	312	2	YLR043C	YLR043C_mRNA	-61
XII	232800	232800	1	-	1	4	1	1	0	2	1	Promoter	12	231702	232013	312	2	YLR043C	YLR043C_mRNA	-787
XII	232846	232846	1	-	1	4	1	1	0	2	1	Promoter	12	231702	232013	312	2	YLR043C	YLR043C_mRNA	-833
XII	232896	232896	1	-	1	5	1	1	0	2	1	Promoter	12	231702	232013	312	2	YLR043C	YLR043C_mRNA	-883
XII	232929	232929	1	-	1	7	1	1	0	2	1	Promoter	12	231702	232013	312	2	YLR043C	YLR043C_mRNA	-916
XII	232960	232970	11	-	2	8	0.5	11	0	1	0	Promoter	12	231702	232013	312	2	YLR043C	YLR043C_mRNA	-957
XII	233116	233124	9	-	2	11	0.55	9	-0.36	1.01	0.01	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	965
XII	233199	233199	1	-	1	6	1	1	0	2	1	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	882
XII	233301	233301	1	-	1	7	1	1	0	2	1	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	780
XII	233335	233341	7	-	2	16	0.56	7	0.38	1.01	0.01	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	746
XII	233406	233406	1	-	1	4	1	1	0	2	1	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	675
XII	233461	233481	21	-	4	27	0.33	21	-1.52	0.03	0.02	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	620
XII	233556	233556	1	-	1	4	1	1	0	2	1	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	525
XII	233607	233607	1	-	1	8	1	1	0	2	1	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	474
XII	233645	233650	6	-	2	8	0.5	6	0	1	0	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	436
XII	233731	233731	1	-	1	5	1	1	0	2	1	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	350
XII	233859	233859	1	-	1	4	1	1	0	2	1	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	222
XII	233940	233940	1	-	1	4	1	1	0	2	1	Exon (YLR044C_mRNA/YLR044C, exon 1 of 1)	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	141
XII	234030	234030	1	-	1	4	1	1	0	2	1	Promoter	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	51
XII	234063	234153	91	-	22	560	0.56	91	2.88	-0.76	0.38	Promoter	12	232390	234081	1692	2	YLR044C	YLR044C_mRNA	0
XII	237749	237749	1	-	1	4	1	1	0	2	1	Promoter	12	235037	237703	2667	2	YLR045C	YLR045C_mRNA	-46
XII	237796	237805	10	-	2	8	0.5	10	0	1	0	Promoter	12	235037	237703	2667	2	YLR045C	YLR045C_mRNA	-102
XII	241684	241684	1	-	1	4	1	1	0	2	1	Promoter	12	239347	241407	2061	2	YLR047C	YLR047C_mRNA	-277
XII	246950	246950	1	-	1	5	1	1	0	2	1	Promoter	12	246324	246977	654	2	YLR051C	YLR051C_mRNA	27
